0.00145173,0,0,0,0,0,0,0,0,0,0,-4.37114e-08,6.55671e-14,1,1.5e-06
0.0183165,0,0,0,0,0,0,0,0,0,0,-4.37114e-08,6.55671e-14,1,1.5e-06
0.0379822,0,0,0,0,0,0,0,0,0,0,-4.37114e-08,6.55671e-14,1,1.5e-06
0.0580556,0,0,0,0,0,0,0,0,0,0,-4.37114e-08,6.55671e-14,1,1.5e-06
0.0787251,-0.3,-0.299999,0.499991,-5.50763e-08,6.3e-07,-0.63,6.66616e-06,3.17347e-12,1,-4.76056e-07,1.25769e-07,-1.32705e-08,0.827954,-0.560796
0.0994096,-0.3,-0.299999,0.499991,-0.00944991,-0.404919,-0.405183,6.66616e-06,3.17347e-12,1,-4.76056e-07,0.165721,0.071667,-0.111496,0.977225
0.121109,-0.3,-0.299999,0.499991,-0.0705721,-0.398873,0.198621,6.66616e-06,3.17347e-12,1,-4.76056e-07,0.288614,0.0221552,0.0177703,0.957024
0.141417,-0.299998,-0.299991,0.499918,-0.122928,-0.319779,0.257062,6.05404e-05,2.60068e-10,1,-4.29578e-06,0.364826,-0.0248758,0.0311236,0.930223
0.159294,-0.299998,-0.299991,0.499918,-0.165625,-0.29352,0.266911,6.05404e-05,2.60068e-10,1,-4.29578e-06,0.416225,-0.0440637,0.0334207,0.907578
0.178818,-0.299996,-0.29998,0.499815,-0.190628,-0.277478,0.274653,0.000136961,1.3258e-09,1,-9.68017e-06,0.451832,-0.0492095,0.0300729,0.890237
0.199349,-0.299996,-0.29998,0.499815,-0.206161,-0.268706,0.28228,0.000136961,1.3258e-09,1,-9.68017e-06,0.477967,-0.0479638,0.0238604,0.876743
0.221523,-0.299996,-0.29998,0.499815,-0.216842,-0.264361,0.289824,0.000136961,1.3258e-09,1,-9.68017e-06,0.498296,-0.0440597,0.0163218,0.865733
0.244814,-0.299989,-0.299946,0.49951,-0.224934,-0.262541,0.297131,0.000364381,9.32323e-09,1,-2.55865e-05,0.514841,-0.0392935,0.00831346,0.856345
0.263426,-0.299989,-0.299946,0.49951,-0.231536,-0.262113,0.304109,0.000364381,9.32323e-09,1,-2.55865e-05,0.528732,-0.0344019,0.000366285,0.848091
0.279584,-0.299982,-0.29991,0.499183,-0.237139,-0.262429,0.310777,0.000607934,2.58364e-08,1,-4.24986e-05,0.540631,-0.0298178,-0.00731637,0.8407
0.298945,-0.299982,-0.29991,0.499183,-0.242054,-0.263141,0.317126,0.000607934,2.58364e-08,1,-4.24986e-05,0.550948,-0.0256324,-0.0145848,0.834018
0.318843,-0.299982,-0.29991,0.499183,-0.246403,-0.264052,0.323206,0.000607934,2.58364e-08,1,-4.24986e-05,0.559964,-0.0219181,-0.0214241,0.82795
0.339455,-0.299968,-0.299842,0.498571,-0.250296,-0.265062,0.329034,0.00106556,7.88995e-08,0.999999,-7.40452e-05,0.567877,-0.0187564,-0.0279024,0.822427
