0.00709128,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,-5.00896e-06,180.0,-5.00896e-06,180.0,-5.00896e-06,-180.0,5.00896e-06,-180.0,5.00896e-06,-180.0,5.00896e-06
0.0343051,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,-5.00896e-06,180.0,-5.00896e-06,180.0,-5.00896e-06,-180.0,5.00896e-06,-180.0,5.00896e-06,-180.0,5.00896e-06
0.0681484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,-5.00896e-06,180.0,-5.00896e-06,180.0,-5.00896e-06,-180.0,5.00896e-06,-180.0,5.00896e-06,-180.0,5.00896e-06
0.103247,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,-5.00896e-06,180.0,-5.00896e-06,180.0,-5.00896e-06,-180.0,5.00896e-06,-180.0,5.00896e-06,-180.0,5.00896e-06
0.136792,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,-5.00896e-06,180.0,-5.00896e-06,180.0,-5.00896e-06,-180.0,5.00896e-06,-180.0,5.00896e-06,-180.0,5.00896e-06
0.170008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,-5.00896e-06,180.0,-5.00896e-06,180.0,-5.00896e-06,-180.0,5.00896e-06,-180.0,5.00896e-06,-180.0,5.00896e-06
0.203254,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,-5.00896e-06,180.0,-5.00896e-06,180.0,-5.00896e-06,-180.0,5.00896e-06,-180.0,5.00896e-06,-180.0,5.00896e-06
0.239047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,-5.00896e-06,180.0,-5.00896e-06,180.0,-5.00896e-06,-180.0,5.00896e-06,-180.0,5.00896e-06,-180.0,5.00896e-06
0.269619,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.0,-5.00896e-06,180.0,-5.00896e-06,180.0,-5.00896e-06,-180.0,5.00896e-06,-180.0,5.00896e-06,-180.0,5.00896e-06
0.303703,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.01,0.02,-0.26,-0.13,180.0,-5.00896e-06,180.0,-5.00896e-06,180.0,-5.00896e-06,-180.0,0.08000500896,-179.98,0.01000500896,-180.13,-0.25999499104
0.335324,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.14,0.01,-0.12,-0.15,180.0,-5.00896e-06,180.0,-5.00896e-06,180.0,-5.00896e-06,-180.0,0.13000500896,-179.99,0.14000500896,-180.15,-0.11999499104
0.368036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.23,0.02,-0.04,-0.15,180.0,-5.00896e-06,180.0,-5.00896e-06,180.0,-5.00896e-06,-180.0,0.20000500896,-179.98,0.23000500896,-180.15,-0.039994991040000004
0.40176,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.29,0.0,0.28,0.05,0.01,-0.15,180.0,-5.00896e-06,180.0,-5.00896e-06,180.0,-5.00896e-06,-180.0,0.29000500896,-179.95,0.28000500896,-180.15,0.01000500896
