0.000127077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.00845194,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0197802,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.028507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0391283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.048548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0592861,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0687695,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0790367,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0887811,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0992539,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.108581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.119049,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.128688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.138491,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.148358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.158455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.169451,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.179356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.188486,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.198434,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.208663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.219688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.228719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.239755,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.248603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.258702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.268446,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.279728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.289369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.299461,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.308441,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.319577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.32941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.339497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.34952,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.359671,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.369348,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.379673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
