0.00813532,0,0,0,0,0,0,5.51E-07,1.65E-06,2.75E-06,0,4.96E-06,4.96E-06,7.44E-09,2.23E-08,3.72E-08,0,6.69E-08,6.69E-08
0.0343735,0,0,0,0,0,0,5.51E-07,1.65E-06,2.75E-06,0,4.96E-06,4.96E-06,7.43531E-09,2.23059E-08,3.71766E-08,0,6.69177E-08,6.69177E-08
0.0699902,0,0,0,0,0,0,5.51E-07,1.65E-06,2.75E-06,0,4.96E-06,4.96E-06,7.43531E-09,2.23059E-08,3.71766E-08,0,6.69177E-08,6.69177E-08
0.10321,0,0,0,0,0,0,5.51E-07,1.65E-06,2.75E-06,0,4.96E-06,4.96E-06,7.43531E-09,2.23059E-08,3.71766E-08,0,6.69177E-08,6.69177E-08
0.136418,0,0,0,0,0,0,5.51E-07,1.65E-06,2.75E-06,0,4.96E-06,4.96E-06,7.43531E-09,2.23059E-08,3.71766E-08,0,6.69177E-08,6.69177E-08
0.168966,0,0,0,0,0,0,5.51E-07,1.65E-06,2.75E-06,0,4.96E-06,4.96E-06,7.43531E-09,2.23059E-08,3.71766E-08,0,6.69177E-08,6.69177E-08
0.202677,0,0,0,0,0,0,5.51E-07,1.65E-06,2.75E-06,0,4.96E-06,4.96E-06,7.43531E-09,2.23059E-08,3.71766E-08,0,6.69177E-08,6.69177E-08
0.239533,0,0,0,0,0,0,5.51E-07,1.65E-06,2.75E-06,0,4.96E-06,4.96E-06,7.43531E-09,2.23059E-08,3.71766E-08,0,6.69177E-08,6.69177E-08
0.271401,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.301651,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.33526,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.369648,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.40454,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.438843,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.468962,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.502443,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.538383,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.569829,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.602977,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.638966,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.670039,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.704564,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.738729,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.772441,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.80529,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.837789,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.869509,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.902565,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.936067,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
0.970198,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
1.00258,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
1.03622,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
1.06945,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
1.10456,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
1.13884,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
1.17254,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
1.20755,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
1.23814,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
1.27156,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
1.30479,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
1.33824,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
1.36995,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
1.40491,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
1.43609,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
1.47224,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
1.50471,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
1.53736,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
1.57238,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
1.60593,0,0,29.3847,-113.217,85.0384,107.917,5.51E-07,-1.452426,-1.46754,0,-2.91996,-2.91996,7.43531E-09,-0.019607751,-0.01981179,0,-0.03941946,-0.03941946
