-55,0,-17,2
-55,0,-16,4
-55,0,-15,2
-55,0,-14,6
-55,0,-13,9
-55,0,-12,6
-55,0,-10,6
-55,0,-9,2
-54,0,-22,2
-54,0,-21,4
-54,0,-20,9
-54,0,-19,12
-54,0,-18,20
-54,0,-17,21
-54,0,-16,16
-54,0,-15,11
-54,0,-14,15
-54,0,-13,19
-54,0,-12,17
-54,0,-11,8
-54,0,-10,8
-54,0,-9,7
-54,0,-8,16
-54,0,-7,8
-54,0,-6,3
-54,0,-5,3
-54,0,-4,4
-53,0,-25,5
-53,0,-24,11
-53,0,-23,19
-53,0,-22,28
-53,0,-21,25
-53,0,-20,15
-53,0,-19,7
-53,0,-18,13
-53,0,-17,18
-53,0,-16,15
-53,0,-15,9
-53,0,-14,17
-53,0,-13,16
-53,0,-12,15
-53,0,-11,8
-53,0,-10,9
-53,0,-9,13
-53,0,-8,8
-53,0,-7,9
-53,0,-6,7
-53,0,-5,11
-53,0,-4,3
-53,0,-3,9
-53,0,-2,6
-53,0,-1,2
-53,0,0,1
-52,0,-28,5
-52,0,-27,15
-52,0,-26,19
-52,0,-25,26
-52,0,-24,10
-52,0,-23,22
-52,0,-22,14
-52,0,-21,22
-52,0,-20,17
-52,0,-19,9
-52,0,-18,14
-52,0,-17,19
-52,0,-16,13
-52,0,-15,15
-52,0,-14,13
-52,0,-13,11
-52,0,-12,10
-52,0,-11,11
-52,0,-10,12
-52,0,-9,6
-52,0,-8,10
-52,0,-7,7
-52,0,-6,9
-52,0,-5,8
-52,0,-4,8
-52,0,-3,10
-52,0,-2,8
-52,0,-1,7
-52,0,0,7
-52,0,1,2
-51,0,-30,5
-51,0,-29,13
-51,0,-28,19
-51,0,-27,21
-51,0,-26,27
-51,0,-25,17
-51,0,-24,18
-51,0,-23,7
-51,0,-22,18
-51,0,-21,18
-51,0,-20,15
-51,0,-19,17
-51,0,-18,12
-51,0,-17,17
-51,0,-16,11
-51,0,-15,8
-51,0,-14,11
-51,0,-13,16
-51,0,-12,11
-51,0,-11,10
-51,0,-10,11
-51,0,-9,9
-51,0,-8,7
-51,0,-7,11
-51,0,-6,10
-51,0,-5,8
-51,0,-4,8
-51,0,-3,7
-51,0,-2,7
-51,0,-1,4
-51,0,0,11
-51,0,1,2
-51,0,2,5
-50,0,-32,7
-50,0,-31,26
-50,0,-30,30
-50,0,-29,29
-50,0,-28,17
-50,0,-27,17
-50,0,-26,22
-50,0,-25,19
-50,0,-24,17
-50,0,-23,14
-50,0,-22,15
-50,0,-21,21
-50,0,-20,16
-50,0,-19,8
-50,0,-18,12
-50,0,-17,16
-50,0,-16,13
-50,0,-15,16
-50,0,-14,10
-50,0,-13,18
-50,0,-12,14
-50,0,-11,14
-50,0,-10,7
-50,0,-9,14
-50,0,-8,10
-50,0,-7,8
-50,0,-6,11
-50,0,-5,13
-50,0,-4,8
-50,0,-3,10
-50,0,-2,11
-50,0,-1,9
-50,0,0,14
-50,0,1,8
-50,0,2,3
-50,0,3,5
-50,0,4,5
-49,0,-34,5
-49,0,-33,17
-49,0,-32,20
-49,0,-31,22
-49,0,-30,21
-49,0,-29,26
-49,0,-28,16
-49,0,-27,18
-49,0,-26,17
-49,0,-25,18
-49,0,-24,12
-49,0,-23,12
-49,0,-22,14
-49,0,-21,19
-49,0,-20,13
-49,0,-19,17
-49,0,-18,5
-49,0,-17,25
-49,0,-16,15
-49,0,-15,19
-49,0,-14,11
-49,0,-13,16
-49,0,-12,10
-49,0,-11,16
-49,0,-10,9
-49,0,-9,8
-49,0,-8,12
-49,0,-7,15
-49,0,-6,7
-49,0,-5,8
-49,0,-4,13
-49,0,-3,12
-49,0,-2,9
-49,0,-1,9
-49,0,0,14
-49,0,1,8
-49,0,2,6
-49,0,3,3
-49,0,4,6
-49,0,5,4
-49,0,6,1
-48,0,-36,3
-48,0,-35,21
-48,0,-34,32
-48,0,-33,26
-48,0,-32,17
-48,0,-31,15
-48,0,-30,19
-48,0,-29,18
-48,0,-28,18
-48,0,-27,10
-48,0,-26,14
-48,0,-25,21
-48,0,-24,15
-48,0,-23,17
-48,0,-22,7
-48,0,-21,20
-48,0,-20,13
-48,0,-19,20
-48,0,-18,9
-48,0,-17,13
-48,0,-16,13
-48,0,-15,17
-48,0,-14,14
-48,0,-13,9
-48,0,-12,18
-48,0,-11,16
-48,0,-10,12
-48,0,-9,10
-48,0,-8,9
