0.00876665,0.899966,0,45.2977,0,10.4495,0,-0.0494866,-2.55097,-9.92127,-0.000668069,-0.034438095,-0.133937145
0.0351114,1.79973,0,45.591,0,10.898,0,-0.0989365,-2.75133,-10.318,-0.001335643,-0.037142955,-0.139293
0.0701263,2.69909,0,45.8797,0,11.3454,0,-0.148361,-2.95048,-10.7089,-0.002002874,-0.03983148,-0.14457015
0.103707,3.59784,0,46.1639,0,11.7919,0,-0.197735,-3.1483,-11.0938,-0.002669423,-0.04250205,-0.1497663
0.136951,4.49578,0,46.4436,0,12.2373,0,-0.247043,-3.34474,-11.4724,-0.003335081,-0.04515399,-0.1548774
0.170511,5.39271,0,46.7188,0,12.6816,0,-0.29626,-3.53969,-11.8448,-0.00399951,-0.047785815,-0.1599048
0.204558,6.28843,0,46.9894,0,13.1249,0,-0.345378,-3.73312,-12.2107,-0.004662603,-0.05039712,-0.16484445
0.237807,7.18273,0,47.2554,0,13.5671,0,-0.394373,-3.92492,-12.5701,-0.005324036,-0.05298642,-0.16969635
0.27071,8.07542,0,47.517,0,14.0082,0,-0.443236,-4.11505,-12.9228,-0.005983686,-0.055553175,-0.1744578
0.303639,8.96629,0,47.7739,0,14.4482,0,-0.491942,-4.30342,-13.2686,-0.006641217,-0.05809617,-0.1791261
0.343731,9.85514,0,48.0264,0,14.8871,0,-0.540481,-4.48998,-13.6077,-0.007296494,-0.06061473,-0.18370395
0.369507,10.7418,0,48.2742,0,15.3248,0,-0.588831,-4.67466,-13.9397,-0.007949219,-0.06310791,-0.18818595
0.401618,11.626,0,48.5175,0,15.7615,0,-0.636983,-4.85741,-14.2647,-0.008599271,-0.065575035,-0.19257345
0.435675,12.5076,0,48.7563,0,16.197,0,-0.684915,-5.03816,-14.5826,-0.009246353,-0.06801516,-0.1968651
0.472035,13.3864,0,48.9905,0,16.6314,0,-0.732613,-5.21686,-14.8933,-0.009890276,-0.07042761,-0.20105955
0.503441,14.2622,0,49.2201,0,17.0646,0,-0.780062,-5.39346,-15.1968,-0.010530837,-0.07281171,-0.2051568
0.536007,15.1347,0,49.4452,0,17.4966,0,-0.827248,-5.5679,-15.4931,-0.011167848,-0.07516665,-0.20915685
